# NIRWizard 0.1.7 — subject GLM nuisance-regressor coefficients (descriptive)
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=AR-IRLS; inferential; correction=Benjamini-Hochberg FDR; families=condition × chromophore, across channels
# regressors: drift_r1_1, drift_r1_2, drift_r1_3, drift_r1_4, drift_r1_5, drift_r1_6, drift_r1_7, drift_r1_8, drift_r1_9, drift_r2_1, drift_r2_2, drift_r2_3, drift_r2_4, drift_r2_5, drift_r2_6, drift_r2_7, drift_r3_1, drift_r3_2, drift_r3_3, drift_r3_4, drift_r3_5, drift_r3_6, drift_r3_7, drift_r3_8, drift_r4_1, drift_r4_2, drift_r4_3, drift_r4_4, drift_r4_5, drift_r4_6, drift_r4_7, run_2, run_3, run_4, intercept
# provenance: quiet_vs_noise_glm_results.json (authoritative sidecar, schema 1.0)
channel,signal,regressor,beta,se
S4-D3,HbR,drift_r2_5,-4.124880e-1,1.832679e-1
S4-D3,HbR,drift_r2_6,-6.416142e-1,1.812551e-1
S4-D3,HbR,drift_r2_7,-5.472221e-2,1.789758e-1
S4-D3,HbR,drift_r3_1,-4.133526e-1,1.897468e-1
S4-D3,HbR,drift_r3_2,-4.194874e-1,1.912634e-1
S4-D3,HbR,drift_r3_3,-3.851913e-1,1.877343e-1
S4-D3,HbR,drift_r3_4,-2.907036e-1,1.890736e-1
S4-D3,HbR,drift_r3_5,-1.161883e-1,1.848141e-1
S4-D3,HbR,drift_r3_6,-4.761276e-1,1.837069e-1
S4-D3,HbR,drift_r3_7,-3.838993e-2,1.809621e-1
S4-D3,HbR,drift_r3_8,-9.308237e-2,1.784261e-1
S4-D3,HbR,drift_r4_1,1.895598e-1,1.882715e-1
S4-D3,HbR,drift_r4_2,-6.362496e-1,1.896790e-1
S4-D3,HbR,drift_r4_3,-7.600238e-2,1.866394e-1
S4-D3,HbR,drift_r4_4,8.675430e-2,1.852750e-1
S4-D3,HbR,drift_r4_5,-1.005353e-1,1.835464e-1
S4-D3,HbR,drift_r4_6,1.411581e-1,1.813040e-1
S4-D3,HbR,drift_r4_7,1.607737e-1,1.797280e-1
S4-D3,HbR,run_2,7.401162e-4,3.771434e-3
S4-D3,HbR,run_3,9.214850e-3,4.141269e-3
S4-D3,HbR,run_4,1.434508e-2,4.151716e-3
S4-D3,HbR,intercept,5.170230e-3,2.759213e-3
S4-D7,HbO,drift_r1_1,1.982606e0,1.116155e0
S4-D7,HbO,drift_r1_2,1.785767e-1,1.100000e0
S4-D7,HbO,drift_r1_3,3.110773e-1,1.078961e0
S4-D7,HbO,drift_r1_4,-7.063510e-2,1.072261e0
S4-D7,HbO,drift_r1_5,-9.033984e-1,1.076849e0
S4-D7,HbO,drift_r1_6,-5.539123e-2,1.060732e0
S4-D7,HbO,drift_r1_7,-2.711625e-1,1.054979e0
S4-D7,HbO,drift_r1_8,4.659451e-1,1.050492e0
S4-D7,HbO,drift_r1_9,-1.501901e0,1.037278e0
S4-D7,HbO,drift_r2_1,-2.620721e0,1.064716e0
S4-D7,HbO,drift_r2_2,6.512750e-1,1.069206e0
S4-D7,HbO,drift_r2_3,-2.371024e0,1.056825e0
S4-D7,HbO,drift_r2_4,2.239720e-1,1.051127e0
S4-D7,HbO,drift_r2_5,-2.399658e0,1.041730e0
S4-D7,HbO,drift_r2_6,3.842920e-1,1.033722e0
S4-D7,HbO,drift_r2_7,-2.036878e0,1.022527e0
S4-D7,HbO,drift_r3_1,1.598941e0,1.073770e0
S4-D7,HbO,drift_r3_2,2.342160e0,1.084603e0
S4-D7,HbO,drift_r3_3,2.686268e0,1.063623e0
S4-D7,HbO,drift_r3_4,2.345268e0,1.075047e0
S4-D7,HbO,drift_r3_5,1.791687e0,1.050653e0
S4-D7,HbO,drift_r3_6,5.134910e-1,1.046807e0
S4-D7,HbO,drift_r3_7,1.307758e0,1.034079e0
S4-D7,HbO,drift_r3_8,-6.207664e-2,1.021679e0
S4-D7,HbO,drift_r4_1,3.256138e-1,1.064714e0
S4-D7,HbO,drift_r4_2,1.058700e0,1.077121e0
S4-D7,HbO,drift_r4_3,2.680262e-1,1.057241e0
S4-D7,HbO,drift_r4_4,6.408022e-1,1.052233e0
S4-D7,HbO,drift_r4_5,1.319795e0,1.043156e0
S4-D7,HbO,drift_r4_6,5.244115e-1,1.033466e0
S4-D7,HbO,drift_r4_7,-6.074207e-1,1.026908e0
S4-D7,HbO,run_2,-3.027268e-2,2.130604e-2
S4-D7,HbO,run_3,-2.527594e-2,2.386319e-2
S4-D7,HbO,run_4,-3.784373e-2,2.393181e-2
S4-D7,HbO,intercept,-4.353385e-2,1.586227e-2
S4-D7,HbR,drift_r1_1,-1.903260e-1,2.208532e-1
S4-D7,HbR,drift_r1_2,-3.101639e-1,2.175921e-1
S4-D7,HbR,drift_r1_3,3.800903e-2,2.133093e-1
S4-D7,HbR,drift_r1_4,-1.661198e-1,2.122866e-1
S4-D7,HbR,drift_r1_5,1.965349e-1,2.135800e-1
S4-D7,HbR,drift_r1_6,-1.958319e-1,2.107288e-1
S4-D7,HbR,drift_r1_7,-9.273978e-2,2.099989e-1
S4-D7,HbR,drift_r1_8,-3.057523e-1,2.096898e-1
S4-D7,HbR,drift_r1_9,3.465153e-1,2.075213e-1
S4-D7,HbR,drift_r2_1,-3.276418e-1,2.103520e-1
S4-D7,HbR,drift_r2_2,-4.227984e-1,2.116116e-1
S4-D7,HbR,drift_r2_3,1.995313e-1,2.092186e-1
S4-D7,HbR,drift_r2_4,-4.417429e-1,2.085625e-1
S4-D7,HbR,drift_r2_5,1.989613e-1,2.070468e-1
S4-D7,HbR,drift_r2_6,-2.381819e-1,2.060910e-1
S4-D7,HbR,drift_r2_7,1.513137e-1,2.044005e-1
S4-D7,HbR,drift_r3_1,-2.535762e-1,2.122047e-1
S4-D7,HbR,drift_r3_2,-2.651754e-1,2.146089e-1
S4-D7,HbR,drift_r3_3,-2.094195e-1,2.105690e-1
S4-D7,HbR,drift_r3_4,-3.827083e-2,2.133450e-1
S4-D7,HbR,drift_r3_5,-4.860311e-1,2.088095e-1
S4-D7,HbR,drift_r3_6,1.870927e-1,2.085635e-1
S4-D7,HbR,drift_r3_7,-6.545565e-1,2.066665e-1
S4-D7,HbR,drift_r3_8,1.220352e-1,2.047803e-1
S4-D7,HbR,drift_r4_1,-5.864269e-2,2.103317e-1
S4-D7,HbR,drift_r4_2,-3.483439e-1,2.132758e-1
S4-D7,HbR,drift_r4_3,-8.033020e-2,2.092707e-1
S4-D7,HbR,drift_r4_4,-1.030489e-2,2.087535e-1
S4-D7,HbR,drift_r4_5,7.923870e-2,2.072839e-1
S4-D7,HbR,drift_r4_6,-4.314109e-1,2.059609e-1
S4-D7,HbR,drift_r4_7,-1.063580e-1,2.052202e-1
S4-D7,HbR,run_2,3.862287e-3,4.203378e-3
S4-D7,HbR,run_3,-1.279453e-3,4.746938e-3
S4-D7,HbR,run_4,4.541121e-3,4.761589e-3
S4-D7,HbR,intercept,5.966144e-3,3.152342e-3
S5-D2,HbO,drift_r1_1,2.681592e0,1.782128e0
S5-D2,HbO,drift_r1_2,2.384783e0,1.757516e0
S5-D2,HbO,drift_r1_3,5.386679e-1,1.726012e0
S5-D2,HbO,drift_r1_4,1.218559e0,1.715698e0
S5-D2,HbO,drift_r1_5,-9.395532e-2,1.722844e0
S5-D2,HbO,drift_r1_6,2.121267e0,1.698307e0
S5-D2,HbO,drift_r1_7,1.109000e0,1.689821e0
S5-D2,HbO,drift_r1_8,1.601001e0,1.682732e0
S5-D2,HbO,drift_r1_9,-1.429960e0,1.662913e0
S5-D2,HbO,drift_r2_1,-6.159534e-1,1.702794e0
S5-D2,HbO,drift_r2_2,1.355353e0,1.709224e0
S5-D2,HbO,drift_r2_3,-6.786518e-1,1.690921e0
S5-D2,HbO,drift_r2_4,1.301919e0,1.681964e0
S5-D2,HbO,drift_r2_5,7.759941e-2,1.668138e0
S5-D2,HbO,drift_r2_6,1.572918e0,1.655617e0
S5-D2,HbO,drift_r2_7,2.344870e-1,1.638978e0
S5-D2,HbO,drift_r3_1,2.851931e0,1.717004e0
S5-D2,HbO,drift_r3_2,2.639797e0,1.733658e0
S5-D2,HbO,drift_r3_3,3.386998e0,1.701730e0
S5-D2,HbO,drift_r3_4,3.389293e0,1.719257e0
S5-D2,HbO,drift_r3_5,2.617753e0,1.682157e0
S5-D2,HbO,drift_r3_6,1.617111e0,1.676604e0
S5-D2,HbO,drift_r3_7,2.912234e0,1.656980e0
S5-D2,HbO,drift_r3_8,9.148069e-2,1.638407e0
S5-D2,HbO,drift_r4_1,-2.252265e0,1.702810e0
S5-D2,HbO,drift_r4_2,4.609040e0,1.721176e0
S5-D2,HbO,drift_r4_3,-3.629207e0,1.691570e0
S5-D2,HbO,drift_r4_4,1.998345e0,1.683654e0
S5-D2,HbO,drift_r4_5,-2.087468e0,1.670315e0
S5-D2,HbO,drift_r4_6,4.650681e0,1.655269e0
S5-D2,HbO,drift_r4_7,-6.448381e0,1.645617e0
S5-D2,HbO,run_2,-4.549595e-2,3.405999e-2
S5-D2,HbO,run_3,-6.795201e-2,3.791729e-2
S5-D2,HbO,run_4,-6.082996e-2,3.802406e-2
S5-D2,HbO,intercept,-4.993236e-2,2.522213e-2
S5-D2,HbR,drift_r1_1,3.440298e-1,2.559671e-1
S5-D2,HbR,drift_r1_2,-6.573949e-2,2.528506e-1
S5-D2,HbR,drift_r1_3,9.374683e-1,2.492010e-1
S5-D2,HbR,drift_r1_4,8.708899e-2,2.467695e-1
S5-D2,HbR,drift_r1_5,6.823900e-1,2.463553e-1
S5-D2,HbR,drift_r1_6,5.224090e-1,2.419956e-1
S5-D2,HbR,drift_r1_7,8.023920e-1,2.395144e-1
S5-D2,HbR,drift_r1_8,2.502223e-2,2.365663e-1
S5-D2,HbR,drift_r1_9,9.478651e-1,2.325583e-1
S5-D2,HbR,drift_r2_1,-7.042630e-1,2.462834e-1
S5-D2,HbR,drift_r2_2,-6.142542e-1,2.457453e-1
S5-D2,HbR,drift_r2_3,-5.499015e-1,2.432237e-1
S5-D2,HbR,drift_r2_4,-5.814755e-1,2.403468e-1
S5-D2,HbR,drift_r2_5,-3.081448e-1,2.374213e-1
S5-D2,HbR,drift_r2_6,-9.736525e-1,2.335758e-1
S5-D2,HbR,drift_r2_7,-1.070234e0,2.297125e-1
S5-D2,HbR,drift_r3_1,6.381972e-1,2.480912e-1
S5-D2,HbR,drift_r3_2,9.965926e-3,2.493991e-1
S5-D2,HbR,drift_r3_3,-6.850950e-2,2.447833e-1
S5-D2,HbR,drift_r3_4,-1.231055e0,2.453089e-1
S5-D2,HbR,drift_r3_5,-7.679143e-2,2.394360e-1
S5-D2,HbR,drift_r3_6,-1.752249e-1,2.369816e-1
S5-D2,HbR,drift_r3_7,3.683485e-1,2.323017e-1
S5-D2,HbR,drift_r3_8,-2.157641e-1,2.280449e-1
S5-D2,HbR,drift_r4_1,7.853603e-1,2.463546e-1
S5-D2,HbR,drift_r4_2,-2.883177e0,2.469844e-1
S5-D2,HbR,drift_r4_3,2.368216e0,2.434145e-1
S5-D2,HbR,drift_r4_4,-1.573877e0,2.406749e-1
S5-D2,HbR,drift_r4_5,1.827148e0,2.378631e-1
S5-D2,HbR,drift_r4_6,-2.353947e0,2.338164e-1
S5-D2,HbR,drift_r4_7,3.458504e0,2.307265e-1
S5-D2,HbR,run_2,6.071242e-3,4.943807e-3
S5-D2,HbR,run_3,6.894163e-3,5.315210e-3
S5-D2,HbR,run_4,4.263728e-3,5.326645e-3
S5-D2,HbR,intercept,1.041130e-2,3.550537e-3
S5-D7,HbO,drift_r1_1,2.183068e0,1.266939e0
S5-D7,HbO,drift_r1_2,1.121481e0,1.247179e0
S5-D7,HbO,drift_r1_3,-1.294200e-1,1.220847e0
S5-D7,HbO,drift_r1_4,-1.024454e0,1.216450e0
S5-D7,HbO,drift_r1_5,-6.222077e-1,1.226259e0
S5-D7,HbO,drift_r1_6,-8.488741e-1,1.211167e0
S5-D7,HbO,drift_r1_7,-4.991877e-1,1.209067e0
S5-D7,HbO,drift_r1_8,4.555307e-1,1.210609e0
S5-D7,HbO,drift_r1_9,-1.223760e0,1.200235e0
S5-D7,HbO,drift_r2_1,-1.511288e0,1.203299e0
S5-D7,HbO,drift_r2_2,-5.456043e-1,1.212958e0
S5-D7,HbO,drift_r2_3,-1.750880e0,1.198865e0
S5-D7,HbO,drift_r2_4,-2.376908e-1,1.197655e0
S5-D7,HbO,drift_r2_5,-1.058884e0,1.190438e0
S5-D7,HbO,drift_r2_6,-6.210444e-1,1.188414e0
S5-D7,HbO,drift_r2_7,-1.013971e0,1.181291e0
S5-D7,HbO,drift_r3_1,-2.087777e-1,1.214318e0
S5-D7,HbO,drift_r3_2,-3.316674e-2,1.230054e0
S5-D7,HbO,drift_r3_3,3.010673e-1,1.206570e0
S5-D7,HbO,drift_r3_4,1.850701e0,1.225949e0
S5-D7,HbO,drift_r3_5,-1.368043e0,1.200560e0
S5-D7,HbO,drift_r3_6,-2.208880e-1,1.201944e0
S5-D7,HbO,drift_r3_7,-6.596713e-1,1.194308e0
S5-D7,HbO,drift_r3_8,-8.342402e-1,1.186349e0
S5-D7,HbO,drift_r4_1,2.964948e-1,1.203068e0
S5-D7,HbO,drift_r4_2,1.417837e0,1.223460e0
S5-D7,HbO,drift_r4_3,6.268637e-2,1.199006e0
S5-D7,HbO,drift_r4_4,9.420029e-1,1.198639e0
S5-D7,HbO,drift_r4_5,1.654929e0,1.191594e0
S5-D7,HbO,drift_r4_6,1.068947e0,1.187176e0
S5-D7,HbO,drift_r4_7,-1.524062e0,1.185897e0
S5-D7,HbO,run_2,-2.210792e-2,2.402079e-2
S5-D7,HbO,run_3,-5.057576e-2,2.747413e-2
S5-D7,HbO,run_4,-4.296250e-2,2.756519e-2
S5-D7,HbO,intercept,-6.063860e-2,1.821782e-2
S5-D7,HbR,drift_r1_1,1.796877e-2,2.701376e-1
S5-D7,HbR,drift_r1_2,4.243078e-1,2.668139e-1
S5-D7,HbR,drift_r1_3,-4.449561e-1,2.630916e-1
S5-D7,HbR,drift_r1_4,1.208521e-1,2.595032e-1
S5-D7,HbR,drift_r1_5,5.885784e-2,2.576879e-1
S5-D7,HbR,drift_r1_6,-4.119163e-1,2.519921e-1
S5-D7,HbR,drift_r1_7,-1.669638e-1,2.479866e-1
S5-D7,HbR,drift_r1_8,2.978090e-1,2.431543e-1
S5-D7,HbR,drift_r1_9,2.347766e-2,2.376068e-1
S5-D7,HbR,drift_r2_1,6.165324e-1,2.606351e-1
S5-D7,HbR,drift_r2_2,5.335918e-1,2.589065e-1
S5-D7,HbR,drift_r2_3,1.740031e-1,2.558273e-1
S5-D7,HbR,drift_r2_4,3.665969e-1,2.512592e-1
S5-D7,HbR,drift_r2_5,-2.964792e-2,2.469004e-1
S5-D7,HbR,drift_r2_6,-4.303280e-2,2.409513e-1
S5-D7,HbR,drift_r2_7,-4.189873e-1,2.352399e-1
S5-D7,HbR,drift_r3_1,4.211165e-1,2.624251e-1
S5-D7,HbR,drift_r3_2,4.511812e-1,2.629205e-1
S5-D7,HbR,drift_r3_3,2.461000e-1,2.575217e-1
S5-D7,HbR,drift_r3_4,2.289870e-1,2.563511e-1
S5-D7,HbR,drift_r3_5,-1.029008e-1,2.491251e-1
S5-D7,HbR,drift_r3_6,-1.888333e-1,2.448202e-1
S5-D7,HbR,drift_r3_7,-3.050869e-1,2.381131e-1
S5-D7,HbR,drift_r3_8,4.539160e-2,2.319657e-1
S5-D7,HbR,drift_r4_1,-6.091490e-1,2.607674e-1
S5-D7,HbR,drift_r4_2,-2.033613e0,2.599863e-1
S5-D7,HbR,drift_r4_3,5.272305e-2,2.561247e-1
S5-D7,HbR,drift_r4_4,1.487640e-1,2.517121e-1
S5-D7,HbR,drift_r4_5,-4.985059e-1,2.475129e-1
S5-D7,HbR,drift_r4_6,-1.407648e0,2.414521e-1
S5-D7,HbR,drift_r4_7,8.775126e-1,2.364408e-1
S5-D7,HbR,run_2,1.366812e-2,5.253139e-3
S5-D7,HbR,run_3,7.207568e-3,5.543216e-3
S5-D7,HbR,run_4,1.194743e-2,5.552933e-3
S5-D7,HbR,intercept,-7.287292e-3,3.711807e-3
S6-D3,HbO,drift_r1_1,2.599581e0,8.974379e-1
S6-D3,HbO,drift_r1_2,2.081131e0,8.815034e-1
S6-D3,HbO,drift_r1_3,-7.359584e-1,8.596322e-1
S6-D3,HbO,drift_r1_4,-6.874957e-1,8.573244e-1
S6-D3,HbO,drift_r1_5,-1.296326e0,8.659924e-1
S6-D3,HbO,drift_r1_6,-3.210319e-1,8.552531e-1
S6-D3,HbO,drift_r1_7,-3.637020e-1,8.544860e-1
S6-D3,HbO,drift_r1_8,6.872811e-1,8.578870e-1
S6-D3,HbO,drift_r1_9,-1.214994e0,8.507367e-1
S6-D3,HbO,drift_r2_1,-2.275013e0,8.474224e-1
S6-D3,HbO,drift_r2_2,-4.278185e-1,8.567744e-1
S6-D3,HbO,drift_r2_3,-2.222087e0,8.450814e-1
S6-D3,HbO,drift_r2_4,-1.192991e0,8.460204e-1
S6-D3,HbO,drift_r2_5,-2.825701e0,8.407375e-1
S6-D3,HbO,drift_r2_6,-1.831154e0,8.416183e-1
S6-D3,HbO,drift_r2_7,-2.964787e0,8.370963e-1
S6-D3,HbO,drift_r3_1,5.659780e-1,8.557726e-1
S6-D3,HbO,drift_r3_2,8.352727e-1,8.688090e-1
S6-D3,HbO,drift_r3_3,1.189651e0,8.505869e-1
S6-D3,HbO,drift_r3_4,7.309569e-1,8.673429e-1
S6-D3,HbO,drift_r3_5,2.806954e-1,8.481837e-1
S6-D3,HbO,drift_r3_6,1.082153e-1,8.504684e-1
S6-D3,HbO,drift_r3_7,-4.966653e-1,8.468223e-1
S6-D3,HbO,drift_r3_8,-1.651115e0,8.419042e-1
S6-D3,HbO,drift_r4_1,-9.127126e-1,8.471477e-1
S6-D3,HbO,drift_r4_2,7.935433e-1,8.655736e-1
S6-D3,HbO,drift_r4_3,-5.196334e-1,8.450760e-1
S6-D3,HbO,drift_r4_4,1.572669e0,8.467274e-1
S6-D3,HbO,drift_r4_5,-1.305090e-1,8.415083e-1
S6-D3,HbO,drift_r4_6,3.331346e-1,8.403593e-1
S6-D3,HbO,drift_r4_7,-1.098745e0,8.406207e-1
S6-D3,HbO,run_2,-4.825274e-2,1.690446e-2
S6-D3,HbO,run_3,1.055344e-3,1.979410e-2
S6-D3,HbO,run_4,1.587534e-2,1.986792e-2
S6-D3,HbO,intercept,-7.960839e-2,1.309053e-2
S6-D3,HbR,drift_r1_1,2.540316e-1,3.026594e-1
S6-D3,HbR,drift_r1_2,4.495477e-1,2.974359e-1
S6-D3,HbR,drift_r1_3,1.400690e-1,2.913005e-1
S6-D3,HbR,drift_r1_4,-8.336941e-1,2.828786e-1
S6-D3,HbR,drift_r1_5,5.047626e-1,2.753616e-1
S6-D3,HbR,drift_r1_6,-8.995213e-2,2.642422e-1
S6-D3,HbR,drift_r1_7,1.847891e-1,2.544041e-1
S6-D3,HbR,drift_r1_8,1.053769e-1,2.437192e-1
S6-D3,HbR,drift_r1_9,1.525838e-1,2.330698e-1
S6-D3,HbR,drift_r2_1,-3.740147e-1,2.921875e-1
S6-D3,HbR,drift_r2_2,-3.551796e-1,2.864038e-1
S6-D3,HbR,drift_r2_3,-4.191299e-1,2.793801e-1
S6-D3,HbR,drift_r2_4,-2.018144e-1,2.684344e-1
S6-D3,HbR,drift_r2_5,-3.058641e-1,2.576964e-1
S6-D3,HbR,drift_r2_6,2.422448e-2,2.448254e-1
S6-D3,HbR,drift_r2_7,6.076654e-2,2.326787e-1
S6-D3,HbR,drift_r3_1,-2.969291e-1,2.940987e-1
S6-D3,HbR,drift_r3_2,-7.005405e-3,2.912730e-1
S6-D3,HbR,drift_r3_3,3.706773e-1,2.816401e-1
S6-D3,HbR,drift_r3_4,6.553172e-2,2.739349e-1
S6-D3,HbR,drift_r3_5,6.606134e-1,2.608090e-1
S6-D3,HbR,drift_r3_6,-5.811956e-2,2.496335e-1
S6-D3,HbR,drift_r3_7,5.297462e-1,2.365783e-1
S6-D3,HbR,drift_r3_8,-2.855348e-1,2.245402e-1
S6-D3,HbR,drift_r4_1,1.672930e-1,2.925423e-1
S6-D3,HbR,drift_r4_2,-2.562455e-1,2.873793e-1
S6-D3,HbR,drift_r4_3,3.306301e-1,2.800941e-1
S6-D3,HbR,drift_r4_4,-2.398792e-1,2.693984e-1
S6-D3,HbR,drift_r4_5,4.922678e-1,2.589470e-1
S6-D3,HbR,drift_r4_6,5.325431e-2,2.461270e-1
S6-D3,HbR,drift_r4_7,4.545741e-1,2.345318e-1
S6-D3,HbR,run_2,9.204249e-3,5.984279e-3
S6-D3,HbR,run_3,6.054026e-3,6.130082e-3
S6-D3,HbR,run_4,1.069121e-2,6.137171e-3
S6-D3,HbR,intercept,-8.817006e-3,4.123489e-3
S6-D5,HbO,drift_r1_1,1.346540e0,7.551796e-1
S6-D5,HbO,drift_r1_2,5.002812e-1,7.452614e-1
S6-D5,HbO,drift_r1_3,1.151166e0,7.328820e-1
S6-D5,HbO,drift_r1_4,-8.217686e-2,7.270562e-1
S6-D5,HbO,drift_r1_5,8.390369e-1,7.278429e-1
S6-D5,HbO,drift_r1_6,-7.450832e-1,7.160216e-1
S6-D5,HbO,drift_r1_7,1.992297e-1,7.103050e-1
S6-D5,HbO,drift_r1_8,-4.182697e-1,7.043397e-1
S6-D5,HbO,drift_r1_9,9.589318e-2,6.938513e-1
S6-D5,HbO,drift_r2_1,-2.589044e0,7.238362e-1
S6-D5,HbO,drift_r2_2,-1.458030e0,7.245280e-1
S6-D5,HbO,drift_r2_3,-2.271060e0,7.166183e-1
S6-D5,HbO,drift_r2_4,-7.214211e-1,7.104424e-1
S6-D5,HbO,drift_r2_5,-2.903213e0,7.028520e-1
S6-D5,HbO,drift_r2_6,-8.379200e-1,6.944087e-1
S6-D5,HbO,drift_r2_7,-2.388830e0,6.847602e-1
S6-D5,HbO,drift_r3_1,7.127076e-1,7.295863e-1
S6-D5,HbO,drift_r3_2,6.512816e-1,7.349979e-1
S6-D5,HbO,drift_r3_3,8.483596e-1,7.212647e-1
S6-D5,HbO,drift_r3_4,1.066027e0,7.256672e-1
S6-D5,HbO,drift_r3_5,7.367849e-1,7.088763e-1
S6-D5,HbO,drift_r3_6,8.704834e-1,7.037928e-1
S6-D5,HbO,drift_r3_7,5.022207e-1,6.925129e-1
S6-D5,HbO,drift_r3_8,7.314965e-2,6.818706e-1
S6-D5,HbO,drift_r4_1,-1.241258e0,7.239400e-1
S6-D5,HbO,drift_r4_2,-1.611229e0,7.289541e-1
S6-D5,HbO,drift_r4_3,-1.194523e0,7.170405e-1
S6-D5,HbO,drift_r4_4,-6.303575e-1,7.112971e-1
S6-D5,HbO,drift_r4_5,-4.326246e-1,7.039880e-1
S6-D5,HbO,drift_r4_6,-2.590507e0,6.946978e-1
S6-D5,HbO,drift_r4_7,1.183587e0,6.877292e-1
S6-D5,HbO,run_2,-1.925098e-2,1.450352e-2
S6-D5,HbO,run_3,2.599984e-3,1.589418e-2
S6-D5,HbO,run_4,-5.144857e-3,1.593455e-2
S6-D5,HbO,intercept,-1.743437e-2,1.059281e-2
S6-D5,HbR,drift_r1_1,4.470837e-1,2.632103e-1
S6-D5,HbR,drift_r1_2,5.239764e-2,2.593611e-1
S6-D5,HbR,drift_r1_3,6.226210e-1,2.542951e-1
S6-D5,HbR,drift_r1_4,1.832402e-1,2.530633e-1
S6-D5,HbR,drift_r1_5,6.483512e-1,2.545092e-1
S6-D5,HbR,drift_r1_6,1.339319e-1,2.511126e-1
S6-D5,HbR,drift_r1_7,3.362932e-1,2.501659e-1
S6-D5,HbR,drift_r1_8,-1.111856e-3,2.497271e-1
S6-D5,HbR,drift_r1_9,5.094445e-1,2.470743e-1
S6-D5,HbR,drift_r2_1,-4.124256e-1,2.508568e-1
S6-D5,HbR,drift_r2_2,-1.614449e-1,2.523224e-1
S6-D5,HbR,drift_r2_3,-2.160726e-1,2.494504e-1
S6-D5,HbR,drift_r2_4,2.837031e-3,2.486335e-1
S6-D5,HbR,drift_r2_5,-3.799076e-1,2.467530e-1
S6-D5,HbR,drift_r2_6,-8.342335e-3,2.455564e-1
S6-D5,HbR,drift_r2_7,-1.330586e-1,2.434384e-1
S6-D5,HbR,drift_r3_1,2.158833e-2,2.530413e-1
S6-D5,HbR,drift_r3_2,1.518032e-1,2.558219e-1
S6-D5,HbR,drift_r3_3,1.693807e-2,2.510489e-1
S6-D5,HbR,drift_r3_4,-5.430030e-3,2.542331e-1
S6-D5,HbR,drift_r3_5,-2.308147e-1,2.488426e-1
S6-D5,HbR,drift_r3_6,5.171796e-2,2.484492e-1
S6-D5,HbR,drift_r3_7,-3.859847e-1,2.461290e-1
S6-D5,HbR,drift_r3_8,-1.017467e-1,2.437839e-1
S6-D5,HbR,drift_r4_1,9.204661e-1,2.508357e-1
S6-D5,HbR,drift_r4_2,-1.070232e0,2.542798e-1
S6-D5,HbR,drift_r4_3,1.021149e0,2.495169e-1
S6-D5,HbR,drift_r4_4,-9.642083e-1,2.488661e-1
S6-D5,HbR,drift_r4_5,1.251645e0,2.470432e-1
S6-D5,HbR,drift_r4_6,-1.737626e0,2.454172e-1
S6-D5,HbR,drift_r4_7,1.791028e0,2.444159e-1
S6-D5,HbR,run_2,3.963869e-4,5.010185e-3
S6-D5,HbR,run_3,-6.125395e-3,5.647934e-3
S6-D5,HbR,run_4,-1.468261e-2,5.665633e-3
S6-D5,HbR,intercept,1.641647e-3,3.751595e-3
S6-D6,HbO,drift_r1_1,3.211061e-1,8.615634e-1
S6-D6,HbO,drift_r1_2,6.085037e-2,8.502996e-1
S6-D6,HbO,drift_r1_3,7.467018e-1,8.363112e-1
S6-D6,HbO,drift_r1_4,-3.432143e-1,8.292906e-1
S6-D6,HbO,drift_r1_5,-4.172359e-2,8.296781e-1
S6-D6,HbO,drift_r1_6,-1.115102e0,8.157933e-1
S6-D6,HbO,drift_r1_7,-3.691006e-1,8.087569e-1
S6-D6,HbO,drift_r1_8,-1.155222e0,8.012577e-1
S6-D6,HbO,drift_r1_9,-3.747611e-1,7.887746e-1
S6-D6,HbO,drift_r2_1,-1.929855e0,8.261721e-1
S6-D6,HbO,drift_r2_2,-1.315570e0,8.264983e-1
S6-D6,HbO,drift_r2_3,-1.667172e0,8.173834e-1
S6-D6,HbO,drift_r2_4,-4.541017e-1,8.097550e-1
S6-D6,HbO,drift_r2_5,-2.665981e0,8.006543e-1
S6-D6,HbO,drift_r2_6,-8.220400e-1,7.902700e-1
S6-D6,HbO,drift_r2_7,-1.869795e0,7.786349e-1
S6-D6,HbO,drift_r3_1,1.531543e0,8.326859e-1
S6-D6,HbO,drift_r3_2,3.457676e-1,8.385151e-1
S6-D6,HbO,drift_r3_3,1.684028e0,8.227076e-1
S6-D6,HbO,drift_r3_4,7.207762e-1,8.270638e-1
S6-D6,HbO,drift_r3_5,1.797058e0,8.075622e-1
S6-D6,HbO,drift_r3_6,7.142319e-1,8.011147e-1
