# NIRWizard 0.1.7 — subject GLM nuisance-regressor coefficients (descriptive)
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=AR-IRLS; inferential; correction=Benjamini-Hochberg FDR; families=condition × chromophore, across channels
# regressors: drift_r1_1, drift_r1_2, drift_r1_3, drift_r1_4, drift_r1_5, drift_r1_6, drift_r1_7, drift_r1_8, drift_r1_9, drift_r2_1, drift_r2_2, drift_r2_3, drift_r2_4, drift_r2_5, drift_r2_6, drift_r2_7, drift_r3_1, drift_r3_2, drift_r3_3, drift_r3_4, drift_r3_5, drift_r3_6, drift_r3_7, drift_r3_8, drift_r4_1, drift_r4_2, drift_r4_3, drift_r4_4, drift_r4_5, drift_r4_6, drift_r4_7, run_2, run_3, run_4, intercept
# provenance: quiet_vs_noise_glm_results.json (authoritative sidecar, schema 1.0)
channel,signal,regressor,beta,se
S11-D10,HbO,drift_r2_6,-2.661928e0,1.301526e0
S11-D10,HbO,drift_r2_7,-4.767687e0,1.284208e0
S11-D10,HbO,drift_r3_1,9.621991e-1,1.364450e0
S11-D10,HbO,drift_r3_2,-5.854578e-1,1.375112e0
S11-D10,HbO,drift_r3_3,1.372907e0,1.349449e0
S11-D10,HbO,drift_r3_4,9.690275e-1,1.358683e0
S11-D10,HbO,drift_r3_5,1.818949e0,1.327560e0
S11-D10,HbO,drift_r3_6,3.527229e-1,1.318876e0
S11-D10,HbO,drift_r3_7,1.244271e0,1.298729e0
S11-D10,HbO,drift_r3_8,2.227471e-2,1.279607e0
S11-D10,HbO,drift_r4_1,-4.517015e0,1.353714e0
S11-D10,HbO,drift_r4_2,-4.744606e0,1.364127e0
S11-D10,HbO,drift_r4_3,-3.589100e0,1.341481e0
S11-D10,HbO,drift_r4_4,-3.315414e0,1.331563e0
S11-D10,HbO,drift_r4_5,-3.074018e0,1.318331e0
S11-D10,HbO,drift_r4_6,-5.574732e0,1.301920e0
S11-D10,HbO,drift_r4_7,3.746315e-1,1.289731e0
S11-D10,HbO,run_2,-5.126923e-2,2.711209e-2
S11-D10,HbO,run_3,3.562967e-2,2.980645e-2
S11-D10,HbO,run_4,1.653554e-2,2.988410e-2
S11-D10,HbO,intercept,-2.778753e-2,1.985723e-2
S11-D10,HbR,drift_r1_1,3.060915e-1,3.856512e-1
S11-D10,HbR,drift_r1_2,1.514117e-1,3.802118e-1
S11-D10,HbR,drift_r1_3,6.174723e-1,3.731527e-1
S11-D10,HbR,drift_r1_4,2.702915e-1,3.711145e-1
S11-D10,HbR,drift_r1_5,3.190803e-1,3.728736e-1
S11-D10,HbR,drift_r1_6,1.955260e-1,3.677273e-1
S11-D10,HbR,drift_r1_7,2.181673e-3,3.660630e-1
S11-D10,HbR,drift_r1_8,-6.585099e-2,3.649028e-1
S11-D10,HbR,drift_r1_9,3.210153e-2,3.607727e-1
S11-D10,HbR,drift_r2_1,-5.475292e-1,3.681506e-1
S11-D10,HbR,drift_r2_2,-5.005091e-1,3.698663e-1
S11-D10,HbR,drift_r2_3,-3.013203e-1,3.657934e-1
S11-D10,HbR,drift_r2_4,-2.487330e-1,3.641799e-1
S11-D10,HbR,drift_r2_5,-6.158264e-1,3.612683e-1
S11-D10,HbR,drift_r2_6,-2.790717e-1,3.589703e-1
S11-D10,HbR,drift_r2_7,-4.667283e-1,3.555549e-1
S11-D10,HbR,drift_r3_1,1.704270e-1,3.712808e-1
S11-D10,HbR,drift_r3_2,-7.202425e-2,3.750500e-1
S11-D10,HbR,drift_r3_3,2.787061e-1,3.681394e-1
S11-D10,HbR,drift_r3_4,2.391937e-1,3.722614e-1
S11-D10,HbR,drift_r3_5,3.707219e-1,3.643185e-1
S11-D10,HbR,drift_r3_6,1.564261e-1,3.633553e-1
S11-D10,HbR,drift_r3_7,1.444534e-1,3.594738e-1
S11-D10,HbR,drift_r3_8,2.094502e-1,3.556796e-1
S11-D10,HbR,drift_r4_1,-5.553971e-1,3.681392e-1
S11-D10,HbR,drift_r4_2,-2.707463e0,3.725616e-1
S11-D10,HbR,drift_r4_3,-8.119100e-1,3.659152e-1
S11-D10,HbR,drift_r4_4,-2.400828e0,3.645351e-1
S11-D10,HbR,drift_r4_5,4.000174e-1,3.617202e-1
S11-D10,HbR,drift_r4_6,-3.471449e0,3.588437e-1
S11-D10,HbR,drift_r4_7,1.646579e0,3.569867e-1
S11-D10,HbR,run_2,-3.998842e-3,7.357870e-3
S11-D10,HbR,run_3,-1.011602e-3,8.231478e-3
S11-D10,HbR,run_4,-2.540441e-2,8.255947e-3
S11-D10,HbR,intercept,5.316775e-4,5.472501e-3
S12-D7,HbO,drift_r1_1,2.732009e0,1.427964e0
S12-D7,HbO,drift_r1_2,1.776773e0,1.404555e0
S12-D7,HbO,drift_r1_3,-1.062104e0,1.372917e0
S12-D7,HbO,drift_r1_4,-2.173971e0,1.368075e0
S12-D7,HbO,drift_r1_5,-7.113458e-1,1.379630e0
S12-D7,HbO,drift_r1_6,-1.318122e0,1.362103e0
S12-D7,HbO,drift_r1_7,1.947067e-1,1.359525e0
S12-D7,HbO,drift_r1_8,-1.220104e0,1.361892e0
S12-D7,HbO,drift_r1_9,-1.273282e0,1.349546e0
S12-D7,HbO,drift_r2_1,-3.770313e0,1.353543e0
S12-D7,HbO,drift_r2_2,-1.490028e0,1.365578e0
S12-D7,HbO,drift_r2_3,-2.814235e0,1.348426e0
S12-D7,HbO,drift_r2_4,-1.075030e0,1.347582e0
S12-D7,HbO,drift_r2_5,-3.772992e0,1.338734e0
S12-D7,HbO,drift_r2_6,-1.304593e0,1.337035e0
S12-D7,HbO,drift_r2_7,-3.196075e0,1.328425e0
S12-D7,HbO,drift_r3_1,2.584704e0,1.366261e0
S12-D7,HbO,drift_r3_2,1.842216e0,1.384780e0
S12-D7,HbO,drift_r3_3,1.913988e0,1.357170e0
S12-D7,HbO,drift_r3_4,2.184053e0,1.380154e0
S12-D7,HbO,drift_r3_5,1.980130e0,1.350364e0
S12-D7,HbO,drift_r3_6,7.460749e-1,1.351915e0
S12-D7,HbO,drift_r3_7,1.117136e0,1.343499e0
S12-D7,HbO,drift_r3_8,-8.792418e-1,1.333997e0
S12-D7,HbO,drift_r4_1,-9.265756e-2,1.353235e0
S12-D7,HbO,drift_r4_2,2.614803e-1,1.378143e0
S12-D7,HbO,drift_r4_3,4.529526e-1,1.348559e0
S12-D7,HbO,drift_r4_4,-1.910822e0,1.348735e0
S12-D7,HbO,drift_r4_5,3.419032e-1,1.340074e0
S12-D7,HbO,drift_r4_6,2.107391e-1,1.335511e0
S12-D7,HbO,drift_r4_7,-2.038985e0,1.333868e0
S12-D7,HbO,run_2,-2.710097e-2,2.701841e-2
S12-D7,HbO,run_3,1.739355e-2,3.114595e-2
S12-D7,HbO,run_4,-7.741429e-3,3.125355e-2
S12-D7,HbO,intercept,-9.303612e-2,2.063453e-2
S12-D7,HbR,drift_r1_1,6.227274e-1,3.813506e-1
S12-D7,HbR,drift_r1_2,3.147304e-2,3.763986e-1
S12-D7,HbR,drift_r1_3,2.964061e-1,3.702771e-1
S12-D7,HbR,drift_r1_4,5.740986e-1,3.673709e-1
S12-D7,HbR,drift_r1_5,4.072370e-1,3.678354e-1
S12-D7,HbR,drift_r1_6,1.791240e-1,3.619488e-1
S12-D7,HbR,drift_r1_7,1.819711e-1,3.591756e-1
S12-D7,HbR,drift_r1_8,2.176549e-1,3.562170e-1
S12-D7,HbR,drift_r1_9,8.304099e-1,3.510628e-1
S12-D7,HbR,drift_r2_1,-8.463025e-2,3.656099e-1
S12-D7,HbR,drift_r2_2,1.701664e-1,3.659280e-1
S12-D7,HbR,drift_r2_3,1.103998e-1,3.620660e-1
S12-D7,HbR,drift_r2_4,3.428231e-1,3.589809e-1
S12-D7,HbR,drift_r2_5,-1.326395e-1,3.552983e-1
S12-D7,HbR,drift_r2_6,-2.301333e-1,3.510926e-1
S12-D7,HbR,drift_r2_7,-5.042686e-1,3.463890e-1
S12-D7,HbR,drift_r3_1,1.852559e-1,3.684996e-1
S12-D7,HbR,drift_r3_2,-4.817141e-2,3.712595e-1
S12-D7,HbR,drift_r3_3,-1.050943e-1,3.644031e-1
S12-D7,HbR,drift_r3_4,5.764446e-1,3.666795e-1
S12-D7,HbR,drift_r3_5,3.052926e-1,3.583183e-1
S12-D7,HbR,drift_r3_6,-1.742743e-1,3.558768e-1
S12-D7,HbR,drift_r3_7,-7.547725e-2,3.502670e-1
S12-D7,HbR,drift_r3_8,3.120203e-1,3.450529e-1
S12-D7,HbR,drift_r4_1,-5.508127e-1,3.656624e-1
S12-D7,HbR,drift_r4_2,5.203839e-1,3.681338e-1
S12-D7,HbR,drift_r4_3,-5.886276e-1,3.622756e-1
S12-D7,HbR,drift_r4_4,-8.927069e-1,3.594040e-1
S12-D7,HbR,drift_r4_5,-7.376611e-2,3.558603e-1
S12-D7,HbR,drift_r4_6,-6.872310e-2,3.512318e-1
S12-D7,HbR,drift_r4_7,-2.095653e-1,3.478634e-1
S12-D7,HbR,run_2,-6.825725e-3,7.326384e-3
S12-D7,HbR,run_3,-1.451669e-3,8.019709e-3
S12-D7,HbR,run_4,-1.293709e-2,8.039684e-3
S12-D7,HbR,intercept,6.290958e-3,5.345420e-3
S12-D10,HbO,drift_r1_1,7.804026e-1,1.142789e0
S12-D10,HbO,drift_r1_2,-1.259660e0,1.126395e0
S12-D10,HbO,drift_r1_3,-1.111077e0,1.105062e0
S12-D10,HbO,drift_r1_4,-2.749999e0,1.098742e0
S12-D10,HbO,drift_r1_5,-1.739156e0,1.103882e0
S12-D10,HbO,drift_r1_6,-2.434069e0,1.088131e0
S12-D10,HbO,drift_r1_7,1.968360e-3,1.082890e0
S12-D10,HbO,drift_r1_8,-1.497254e0,1.079132e0
S12-D10,HbO,drift_r1_9,-1.593830e0,1.066417e0
S12-D10,HbO,drift_r2_1,-3.512752e0,1.090263e0
S12-D10,HbO,drift_r2_2,-2.676611e0,1.095290e0
S12-D10,HbO,drift_r2_3,-4.211081e0,1.082913e0
S12-D10,HbO,drift_r2_4,-3.064358e0,1.077817e0
S12-D10,HbO,drift_r2_5,-3.709856e0,1.068827e0
S12-D10,HbO,drift_r2_6,-2.536032e0,1.061598e0
S12-D10,HbO,drift_r2_7,-4.023044e0,1.051019e0
S12-D10,HbO,drift_r3_1,1.401989e0,1.099604e0
S12-D10,HbO,drift_r3_2,1.320972e0,1.110871e0
S12-D10,HbO,drift_r3_3,1.238042e0,1.089906e0
S12-D10,HbO,drift_r3_4,1.161533e0,1.102118e0
S12-D10,HbO,drift_r3_5,4.609851e-1,1.077952e0
S12-D10,HbO,drift_r3_6,6.736489e-1,1.074775e0
S12-D10,HbO,drift_r3_7,1.220240e0,1.062773e0
S12-D10,HbO,drift_r3_8,-1.569106e-1,1.051024e0
S12-D10,HbO,drift_r4_1,1.809040e-1,1.090232e0
S12-D10,HbO,drift_r4_2,-3.495500e-1,1.103395e0
S12-D10,HbO,drift_r4_3,6.062840e-1,1.083290e0
S12-D10,HbO,drift_r4_4,-8.301988e-1,1.078896e0
S12-D10,HbO,drift_r4_5,-5.042331e-1,1.070205e0
S12-D10,HbO,drift_r4_6,6.512231e-1,1.061240e0
S12-D10,HbO,drift_r4_7,-1.511285e0,1.055370e0
S12-D10,HbO,run_2,-4.001356e-2,2.180313e-2
S12-D10,HbO,run_3,2.797963e-5,2.443002e-2
S12-D10,HbO,run_4,-4.039151e-3,2.450184e-2
S12-D10,HbO,intercept,-7.377161e-2,1.623853e-2
S12-D10,HbR,drift_r1_1,5.437718e-1,5.884288e-1
S12-D10,HbR,drift_r1_2,8.118955e-1,5.804060e-1
S12-D10,HbR,drift_r1_3,1.041832e-1,5.712957e-1
S12-D10,HbR,drift_r1_4,8.445297e-1,5.605381e-1
S12-D10,HbR,drift_r1_5,2.509075e-1,5.527644e-1
S12-D10,HbR,drift_r1_6,7.199285e-1,5.370287e-1
S12-D10,HbR,drift_r1_7,1.367525e-1,5.243532e-1
S12-D10,HbR,drift_r1_8,1.040543e0,5.097090e-1
S12-D10,HbR,drift_r1_9,3.721912e-1,4.940387e-1
S12-D10,HbR,drift_r2_1,2.176512e0,5.682754e-1
S12-D10,HbR,drift_r2_2,2.928367e0,5.618412e-1
S12-D10,HbR,drift_r2_3,2.247113e0,5.529109e-1
S12-D10,HbR,drift_r2_4,2.616014e0,5.389002e-1
S12-D10,HbR,drift_r2_5,2.058793e0,5.252876e-1
S12-D10,HbR,drift_r2_6,2.129851e0,5.076331e-1
S12-D10,HbR,drift_r2_7,1.221232e0,4.906689e-1
S12-D10,HbR,drift_r3_1,2.389719e-1,5.720621e-1
S12-D10,HbR,drift_r3_2,1.237473e0,5.708162e-1
S12-D10,HbR,drift_r3_3,4.992144e-1,5.568334e-1
S12-D10,HbR,drift_r3_4,3.102415e-1,5.497779e-1
S12-D10,HbR,drift_r3_5,6.107544e-1,5.305629e-1
S12-D10,HbR,drift_r3_6,1.012779e0,5.164537e-1
S12-D10,HbR,drift_r3_7,-3.164227e-1,4.974697e-1
S12-D10,HbR,drift_r3_8,8.500023e-1,4.798162e-1
S12-D10,HbR,drift_r4_1,1.382108e0,5.687043e-1
S12-D10,HbR,drift_r4_2,1.540326e0,5.639451e-1
S12-D10,HbR,drift_r4_3,6.359814e-1,5.538222e-1
S12-D10,HbR,drift_r4_4,1.008925e0,5.402061e-1
S12-D10,HbR,drift_r4_5,1.087562e0,5.270372e-1
S12-D10,HbR,drift_r4_6,8.457924e-1,5.093019e-1
S12-D10,HbR,drift_r4_7,6.469615e-1,4.937004e-1
S12-D10,HbR,run_2,2.150729e-2,1.151311e-2
S12-D10,HbR,run_3,4.158005e-3,1.199299e-2
S12-D10,HbR,run_4,-4.906813e-3,1.201110e-2
S12-D10,HbR,intercept,3.560825e-3,8.045563e-3
S12-D12,HbO,drift_r1_1,2.688398e-1,1.468840e0
S12-D12,HbO,drift_r1_2,-2.679394e0,1.446598e0
S12-D12,HbO,drift_r1_3,-6.638815e-1,1.417050e0
S12-D12,HbO,drift_r1_4,-4.866183e0,1.410471e0
S12-D12,HbO,drift_r1_5,-2.163585e0,1.419206e0
S12-D12,HbO,drift_r1_6,-3.434588e0,1.400185e0
S12-D12,HbO,drift_r1_7,-1.499838e0,1.395147e0
S12-D12,HbO,drift_r1_8,-1.987527e0,1.393558e0
S12-D12,HbO,drift_r1_9,-1.657349e0,1.378767e0
S12-D12,HbO,drift_r2_1,-2.930833e0,1.397778e0
S12-D12,HbO,drift_r2_2,-1.888070e0,1.406925e0
S12-D12,HbO,drift_r2_3,-1.544343e0,1.390222e0
S12-D12,HbO,drift_r2_4,-2.506476e0,1.386336e0
S12-D12,HbO,drift_r2_5,-2.628943e0,1.375755e0
S12-D12,HbO,drift_r2_6,-2.041958e0,1.369927e0
S12-D12,HbO,drift_r2_7,-1.675645e0,1.358268e0
S12-D12,HbO,drift_r3_1,1.739273e0,1.410329e0
S12-D12,HbO,drift_r3_2,1.775140e0,1.426567e0
S12-D12,HbO,drift_r3_3,1.362309e-2,1.399310e0
S12-D12,HbO,drift_r3_4,1.343838e0,1.418230e0
S12-D12,HbO,drift_r3_5,-1.868898e0,1.387672e0
S12-D12,HbO,drift_r3_6,1.733923e-1,1.385932e0
S12-D12,HbO,drift_r3_7,-1.983166e0,1.373624e0
S12-D12,HbO,drift_r3_8,-1.715848e0,1.360732e0
S12-D12,HbO,drift_r4_1,8.723486e-1,1.397606e0
S12-D12,HbO,drift_r4_2,1.062053e0,1.418358e0
S12-D12,HbO,drift_r4_3,-8.858418e-1,1.390541e0
S12-D12,HbO,drift_r4_4,-1.520145e-1,1.387624e0
S12-D12,HbO,drift_r4_5,-8.445906e-1,1.377343e0
S12-D12,HbO,drift_r4_6,1.539225e0,1.368992e0
S12-D12,HbO,drift_r4_7,-5.165286e0,1.363829e0
S12-D12,HbO,run_2,-1.350508e-2,2.792069e-2
S12-D12,HbO,run_3,-7.914423e-2,3.165727e-2
S12-D12,HbO,run_4,-1.056467e-1,3.175907e-2
S12-D12,HbO,intercept,-8.484138e-2,2.101426e-2
S12-D12,HbR,drift_r1_1,1.006043e0,6.400069e-1
S12-D12,HbR,drift_r1_2,6.512913e-1,6.292650e-1
S12-D12,HbR,drift_r1_3,-4.345444e-1,6.146064e-1
S12-D12,HbR,drift_r1_4,-6.220346e-1,6.125875e-1
S12-D12,HbR,drift_r1_5,-7.723848e-1,6.175778e-1
S12-D12,HbR,drift_r1_6,-7.979098e-1,6.097822e-1
S12-D12,HbR,drift_r1_7,-1.643545e-1,6.083317e-1
S12-D12,HbR,drift_r1_8,3.654937e-1,6.095245e-1
S12-D12,HbR,drift_r1_9,-8.019066e-1,6.036359e-1
S12-D12,HbR,drift_r2_1,3.661819e-1,6.063207e-1
S12-D12,HbR,drift_r2_2,9.051234e-2,6.120854e-1
S12-D12,HbR,drift_r2_3,-1.245386e-1,6.039190e-1
S12-D12,HbR,drift_r2_4,-2.955467e-1,6.037812e-1
S12-D12,HbR,drift_r2_5,-5.607965e-1,5.993608e-1
S12-D12,HbR,drift_r2_6,-9.963173e-1,5.988307e-1
S12-D12,HbR,drift_r2_7,-4.430497e-1,5.944912e-1
S12-D12,HbR,drift_r3_1,1.068605e0,6.121691e-1
S12-D12,HbR,drift_r3_2,1.028240e0,6.203692e-1
S12-D12,HbR,drift_r3_3,9.151902e-1,6.079507e-1
S12-D12,HbR,drift_r3_4,8.701964e-1,6.181833e-1
S12-D12,HbR,drift_r3_5,7.529605e-1,6.047370e-1
S12-D12,HbR,drift_r3_6,1.033397e0,6.051175e-1
S12-D12,HbR,drift_r3_7,1.239593e0,6.014659e-1
S12-D12,HbR,drift_r3_8,4.794206e-1,5.967649e-1
S12-D12,HbR,drift_r4_1,1.837651e0,6.061582e-1
S12-D12,HbR,drift_r4_2,2.042688e0,6.178515e-1
S12-D12,HbR,drift_r4_3,2.479498e0,6.039626e-1
S12-D12,HbR,drift_r4_4,1.644970e0,6.043155e-1
S12-D12,HbR,drift_r4_5,2.597949e0,5.999771e-1
S12-D12,HbR,drift_r4_6,7.246740e-1,5.981431e-1
S12-D12,HbR,drift_r4_7,2.564389e0,5.969808e-1
S12-D12,HbR,run_2,-1.753260e-2,1.209142e-2
S12-D12,HbR,run_3,3.639875e-2,1.398439e-2
S12-D12,HbR,run_4,4.416654e-2,1.403597e-2
S12-D12,HbR,intercept,-4.348116e-2,9.262704e-3
S12-D15,HbO,drift_r1_1,1.504076e0,8.978495e-1
S12-D15,HbO,drift_r1_2,-1.679349e-1,8.857923e-1
S12-D15,HbO,drift_r1_3,-7.215177e-1,8.705943e-1
S12-D15,HbO,drift_r1_4,-1.859054e0,8.640058e-1
S12-D15,HbO,drift_r1_5,-1.375266e0,8.656011e-1
S12-D15,HbO,drift_r1_6,-2.479571e0,8.517800e-1
S12-D15,HbO,drift_r1_7,-1.762412e-2,8.455048e-1
S12-D15,HbO,drift_r1_8,-6.145618e-1,8.391993e-1
S12-D15,HbO,drift_r1_9,-4.789416e-1,8.271656e-1
S12-D15,HbO,drift_r2_1,-6.066674e-1,8.596399e-1
S12-D15,HbO,drift_r2_2,7.873178e-1,8.610781e-1
S12-D15,HbO,drift_r2_3,-5.248638e-1,8.515833e-1
S12-D15,HbO,drift_r2_4,4.897083e-1,8.448544e-1
S12-D15,HbO,drift_r2_5,-6.879492e-1,8.362028e-1
S12-D15,HbO,drift_r2_6,9.726888e-1,8.269682e-1
S12-D15,HbO,drift_r2_7,7.448583e-2,8.160920e-1
S12-D15,HbO,drift_r3_1,1.159738e0,8.665641e-1
S12-D15,HbO,drift_r3_2,1.568094e0,8.735438e-1
S12-D15,HbO,drift_r3_3,1.549616e-1,8.570809e-1
S12-D15,HbO,drift_r3_4,1.836007e0,8.632464e-1
S12-D15,HbO,drift_r3_5,-5.591483e-1,8.433522e-1
S12-D15,HbO,drift_r3_6,7.830666e-1,8.380137e-1
S12-D15,HbO,drift_r3_7,-3.645942e-1,8.253089e-1
S12-D15,HbO,drift_r3_8,-7.039628e-1,8.132921e-1
S12-D15,HbO,drift_r4_1,2.184554e-2,8.597367e-1
S12-D15,HbO,drift_r4_2,2.648664e0,8.665876e-1
S12-D15,HbO,drift_r4_3,-5.366940e-1,8.520483e-1
S12-D15,HbO,drift_r4_4,7.810137e-1,8.458399e-1
S12-D15,HbO,drift_r4_5,-5.070034e-1,8.375064e-1
S12-D15,HbO,drift_r4_6,1.712497e0,8.271848e-1
S12-D15,HbO,drift_r4_7,-3.176911e0,8.196209e-1
S12-D15,HbO,run_2,-7.654969e-3,1.722066e-2
S12-D15,HbO,run_3,-9.419836e-4,1.896568e-2
S12-D15,HbO,run_4,-1.453415e-2,1.901504e-2
S12-D15,HbO,intercept,-8.886036e-2,1.263217e-2
S12-D15,HbR,drift_r1_1,3.481718e-1,3.053044e-1
S12-D15,HbR,drift_r1_2,3.208479e-1,3.015661e-1
S12-D15,HbR,drift_r1_3,1.306459e-2,2.976311e-1
S12-D15,HbR,drift_r1_4,4.352921e-1,2.928084e-1
S12-D15,HbR,drift_r1_5,3.437143e-1,2.896730e-1
S12-D15,HbR,drift_r1_6,2.890326e-1,2.825146e-1
S12-D15,HbR,drift_r1_7,3.374331e-1,2.770091e-1
S12-D15,HbR,drift_r1_8,2.385182e-1,2.702679e-1
S12-D15,HbR,drift_r1_9,-6.868639e-2,2.631777e-1
S12-D15,HbR,drift_r2_1,6.734655e-2,2.952912e-1
S12-D15,HbR,drift_r2_2,-4.400396e-3,2.923558e-1
S12-D15,HbR,drift_r2_3,3.589739e-1,2.886858e-1
S12-D15,HbR,drift_r2_4,7.529252e-2,2.823450e-1
S12-D15,HbR,drift_r2_5,-5.887772e-2,2.765689e-1
S12-D15,HbR,drift_r2_6,9.489357e-2,2.684465e-1
S12-D15,HbR,drift_r2_7,1.576572e-2,2.609232e-1
S12-D15,HbR,drift_r3_1,1.164828e0,2.972044e-1
S12-D15,HbR,drift_r3_2,6.466721e-1,2.970381e-1
S12-D15,HbR,drift_r3_3,4.467543e-1,2.906355e-1
S12-D15,HbR,drift_r3_4,1.007140e0,2.879322e-1
S12-D15,HbR,drift_r3_5,7.767239e-1,2.791429e-1
S12-D15,HbR,drift_r3_6,4.443520e-1,2.730460e-1
S12-D15,HbR,drift_r3_7,4.842558e-1,2.642370e-1
S12-D15,HbR,drift_r3_8,8.832084e-1,2.562178e-1
S12-D15,HbR,drift_r4_1,2.821098e-1,2.954864e-1
S12-D15,HbR,drift_r4_2,-3.394251e-2,2.933548e-1
S12-D15,HbR,drift_r4_3,8.338140e-3,2.890943e-1
S12-D15,HbR,drift_r4_4,-5.110551e-1,2.829353e-1
S12-D15,HbR,drift_r4_5,3.500564e-1,2.773621e-1
S12-D15,HbR,drift_r4_6,2.543870e-1,2.692058e-1
S12-D15,HbR,drift_r4_7,1.471052e-1,2.623372e-1
S12-D15,HbR,run_2,3.305068e-3,5.968365e-3
S12-D15,HbR,run_3,1.973165e-2,6.198966e-3
S12-D15,HbR,run_4,6.691544e-3,6.207944e-3
S12-D15,HbR,intercept,-1.763646e-3,4.159647e-3
S13-D8,HbO,drift_r1_1,1.423113e0,1.050285e0
S13-D8,HbO,drift_r1_2,1.489284e0,1.035518e0
S13-D8,HbO,drift_r1_3,1.215074e0,1.016429e0
S13-D8,HbO,drift_r1_4,1.316386e-2,1.010324e0
S13-D8,HbO,drift_r1_5,-2.751468e-1,1.014442e0
S13-D8,HbO,drift_r1_6,-1.556912e-1,9.997812e-1
S13-D8,HbO,drift_r1_7,-4.930565e-1,9.945010e-1
S13-D8,HbO,drift_r1_8,-3.961995e-1,9.903097e-1
S13-D8,HbO,drift_r1_9,-5.365213e-1,9.782342e-1
S13-D8,HbO,drift_r2_1,-1.915278e0,1.002967e0
S13-D8,HbO,drift_r2_2,5.678557e-2,1.006998e0
S13-D8,HbO,drift_r2_3,-1.699236e0,9.957634e-1
S13-D8,HbO,drift_r2_4,3.090970e-1,9.905201e-1
S13-D8,HbO,drift_r2_5,-2.223405e0,9.819533e-1
S13-D8,HbO,drift_r2_6,4.485128e-2,9.745638e-1
S13-D8,HbO,drift_r2_7,-1.912738e0,9.643093e-1
S13-D8,HbO,drift_r3_1,1.041683e0,1.011476e0
S13-D8,HbO,drift_r3_2,1.006521e0,1.021308e0
S13-D8,HbO,drift_r3_3,8.247313e-1,1.002227e0
S13-D8,HbO,drift_r3_4,2.001922e0,1.012569e0
S13-D8,HbO,drift_r3_5,4.071500e-1,9.903560e-1
S13-D8,HbO,drift_r3_6,2.527262e-1,9.867967e-1
S13-D8,HbO,drift_r3_7,-1.284420e-1,9.751113e-1
S13-D8,HbO,drift_r3_8,1.396794e-1,9.637290e-1
S13-D8,HbO,drift_r4_1,-1.900580e0,1.002963e0
S13-D8,HbO,drift_r4_2,-5.552085e-1,1.014189e0
S13-D8,HbO,drift_r4_3,-1.265614e0,9.961421e-1
S13-D8,HbO,drift_r4_4,-9.322303e-1,9.915342e-1
S13-D8,HbO,drift_r4_5,-1.674036e0,9.832587e-1
S13-D8,HbO,drift_r4_6,-1.991243e0,9.743525e-1
S13-D8,HbO,drift_r4_7,-2.028105e-1,9.683016e-1
S13-D8,HbO,run_2,-1.999915e-2,2.006138e-2
S13-D8,HbO,run_3,-3.340607e-2,2.238401e-2
S13-D8,HbO,run_4,-4.577407e-2,2.244855e-2
S13-D8,HbO,intercept,-2.801214e-2,1.488610e-2
S13-D8,HbR,drift_r1_1,6.144432e-1,4.903595e-1
S13-D8,HbR,drift_r1_2,7.488962e-1,4.825174e-1
S13-D8,HbR,drift_r1_3,9.194858e-1,4.719530e-1
S13-D8,HbR,drift_r1_4,4.741998e-1,4.702131e-1
S13-D8,HbR,drift_r1_5,9.431752e-1,4.738515e-1
S13-D8,HbR,drift_r1_6,5.929761e-1,4.678451e-1
S13-D8,HbR,drift_r1_7,3.337298e-1,4.667359e-1
S13-D8,HbR,drift_r1_8,-1.266706e-1,4.672377e-1
S13-D8,HbR,drift_r1_9,5.570171e-1,4.628269e-1
S13-D8,HbR,drift_r2_1,-1.858959e0,4.654206e-1
S13-D8,HbR,drift_r2_2,-7.324936e-1,4.693065e-1
S13-D8,HbR,drift_r2_3,-1.466163e0,4.634912e-1
S13-D8,HbR,drift_r2_4,-6.649397e-1,4.630064e-1
S13-D8,HbR,drift_r2_5,-1.558791e0,4.598178e-1
S13-D8,HbR,drift_r2_6,-4.008520e-1,4.589546e-1
S13-D8,HbR,drift_r2_7,-1.340351e0,4.557320e-1
S13-D8,HbR,drift_r3_1,9.965925e-2,4.697525e-1
S13-D8,HbR,drift_r3_2,9.166243e-1,4.757945e-1
S13-D8,HbR,drift_r3_3,2.501058e-1,4.665194e-1
S13-D8,HbR,drift_r3_4,1.237178e0,4.739308e-1
S13-D8,HbR,drift_r3_5,7.427193e-2,4.638221e-1
S13-D8,HbR,drift_r3_6,1.062973e0,4.640358e-1
S13-D8,HbR,drift_r3_7,-2.084230e-1,4.609061e-1
S13-D8,HbR,drift_r3_8,9.946375e-1,4.573626e-1
S13-D8,HbR,drift_r4_1,8.073758e-1,4.653240e-1
