# NIRWizard 0.1.7 — subject block average — timecourse
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=epoch mean; descriptive (no p/q); correction=none; families=n/a (no correction applied)
# band: 95% CI (band_type=ci95; half-width = multiplier × SEM, df = n_epochs − 1 per channel)
# trial rejection: no trial rejection applied
# units: μM (source: conversion record)
# condition '1': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '10': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '11': 4 onsets, 0 out of bounds, n = 4 per channel
# condition '20': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '21': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '30': 24 onsets, 0 out of bounds, n = 24 per channel
# condition '40': 4 onsets, 1 out of bounds, n = 3 per channel
# provenance: block_average.json (authoritative sidecar, schema 1.0)
channel,signal,condition,time_s,mean,band_lo,band_hi,band_type,n_epochs
S12-D10,HbO,11,23.000000,3.979497e-1,-2.320765e-1,1.027976e0,ci95,4
S12-D10,HbO,11,23.100000,4.074229e-1,-2.110707e-1,1.025917e0,ci95,4
S12-D10,HbO,11,23.200000,4.177502e-1,-1.889867e-1,1.024487e0,ci95,4
S12-D10,HbO,11,23.300000,4.287584e-1,-1.666148e-1,1.024132e0,ci95,4
S12-D10,HbO,11,23.400000,4.402720e-1,-1.445503e-1,1.025094e0,ci95,4
S12-D10,HbO,11,23.500000,4.520832e-1,-1.232898e-1,1.027456e0,ci95,4
S12-D10,HbO,11,23.600000,4.637793e-1,-1.034525e-1,1.031011e0,ci95,4
S12-D10,HbO,11,23.700000,4.749683e-1,-8.537328e-2,1.035310e0,ci95,4
S12-D10,HbO,11,23.800000,4.853033e-1,-6.927453e-2,1.039881e0,ci95,4
S12-D10,HbO,11,23.900000,4.943661e-1,-5.529597e-2,1.044028e0,ci95,4
S12-D10,HbO,11,24.000000,5.016859e-1,-4.383117e-2,1.047203e0,ci95,4
S12-D10,HbO,11,24.100000,5.069921e-1,-3.515303e-2,1.049137e0,ci95,4
S12-D10,HbO,11,24.200000,5.101941e-1,-2.909523e-2,1.049484e0,ci95,4
S12-D10,HbO,11,24.300000,5.112275e-1,-2.576801e-2,1.048223e0,ci95,4
S12-D10,HbO,11,24.400000,5.100915e-1,-2.529678e-2,1.045480e0,ci95,4
S12-D10,HbO,11,24.500000,5.069208e-1,-2.820924e-2,1.042051e0,ci95,4
S12-D10,HbO,11,24.600000,5.022957e-1,-3.425558e-2,1.038847e0,ci95,4
S12-D10,HbO,11,24.700000,4.966533e-1,-4.344448e-2,1.036751e0,ci95,4
S12-D10,HbO,11,24.800000,4.905339e-1,-5.577501e-2,1.036843e0,ci95,4
S12-D10,HbO,11,24.900000,4.844464e-1,-7.106277e-2,1.039956e0,ci95,4
S12-D10,HbO,11,25.000000,4.787858e-1,-8.881273e-2,1.046384e0,ci95,4
S12-D10,HbO,11,25.100000,4.739395e-1,-1.085807e-1,1.056460e0,ci95,4
S12-D10,HbO,11,25.200000,4.701051e-1,-1.299758e-1,1.070186e0,ci95,4
S12-D10,HbO,11,25.300000,4.674979e-1,-1.528630e-1,1.087859e0,ci95,4
S12-D10,HbO,11,25.400000,4.658690e-1,-1.767485e-1,1.108487e0,ci95,4
S12-D10,HbO,11,25.500000,4.648262e-1,-2.016931e-1,1.131346e0,ci95,4
S12-D10,HbO,11,25.600000,4.640615e-1,-2.275649e-1,1.155688e0,ci95,4
S12-D10,HbO,11,25.700000,4.631305e-1,-2.542198e-1,1.180481e0,ci95,4
S12-D10,HbO,11,25.800000,4.615449e-1,-2.813223e-1,1.204412e0,ci95,4
S12-D10,HbO,11,25.900000,4.587699e-1,-3.086000e-1,1.226140e0,ci95,4
S12-D10,HbO,11,26.000000,4.546084e-1,-3.353507e-1,1.244568e0,ci95,4
S12-D10,HbO,11,26.100000,4.489001e-1,-3.608898e-1,1.258690e0,ci95,4
S12-D10,HbO,11,26.200000,4.414378e-1,-3.842163e-1,1.267092e0,ci95,4
S12-D10,HbO,11,26.300000,4.324869e-1,-4.046749e-1,1.269649e0,ci95,4
S12-D10,HbO,11,26.400000,4.223655e-1,-4.215880e-1,1.266319e0,ci95,4
S12-D10,HbO,11,26.500000,4.114292e-1,-4.345281e-1,1.257386e0,ci95,4
S12-D10,HbO,11,26.600000,4.000197e-1,-4.431088e-1,1.243148e0,ci95,4
S12-D10,HbO,11,26.700000,3.885605e-1,-4.471776e-1,1.224298e0,ci95,4
S12-D10,HbO,11,26.800000,3.776017e-1,-4.466550e-1,1.201858e0,ci95,4
S12-D10,HbO,11,26.900000,3.672585e-1,-4.424200e-1,1.176937e0,ci95,4
S12-D10,HbO,11,27.000000,3.576247e-1,-4.351380e-1,1.150387e0,ci95,4
S12-D10,HbO,11,27.100000,3.486712e-1,-4.256756e-1,1.123018e0,ci95,4
S12-D10,HbO,11,27.200000,3.402145e-1,-4.150020e-1,1.095431e0,ci95,4
S12-D10,HbO,11,27.300000,3.319273e-1,-4.043404e-1,1.068195e0,ci95,4
S12-D10,HbO,11,27.400000,3.234248e-1,-3.948262e-1,1.041676e0,ci95,4
S12-D10,HbO,11,27.500000,3.143696e-1,-3.874147e-1,1.016154e0,ci95,4
S12-D10,HbO,11,27.600000,3.044166e-1,-3.829455e-1,9.917787e-1,ci95,4
S12-D10,HbO,11,27.700000,2.932024e-1,-3.822520e-1,9.686567e-1,ci95,4
S12-D10,HbO,11,27.800000,2.807476e-1,-3.851720e-1,9.466673e-1,ci95,4
S12-D10,HbO,11,27.900000,2.670636e-1,-3.916012e-1,9.257284e-1,ci95,4
S12-D10,HbO,11,28.000000,2.522525e-1,-4.012190e-1,9.057240e-1,ci95,4
S12-D10,HbO,11,28.100000,2.364708e-1,-4.137592e-1,8.867008e-1,ci95,4
S12-D10,HbO,11,28.200000,2.200446e-1,-4.285168e-1,8.686060e-1,ci95,4
S12-D10,HbO,11,28.300000,2.033369e-1,-4.446964e-1,8.513701e-1,ci95,4
S12-D10,HbO,11,28.400000,1.866475e-1,-4.616700e-1,8.349651e-1,ci95,4
S12-D10,HbO,11,28.500000,1.702741e-1,-4.787596e-1,8.193079e-1,ci95,4
S12-D10,HbO,11,28.600000,1.544477e-1,-4.952614e-1,8.041568e-1,ci95,4
S12-D10,HbO,11,28.700000,1.392724e-1,-5.105930e-1,7.891378e-1,ci95,4
S12-D10,HbO,11,28.800000,1.248086e-1,-5.242704e-1,7.738875e-1,ci95,4
S12-D10,HbO,11,28.900000,1.110474e-1,-5.358449e-1,7.579397e-1,ci95,4
S12-D10,HbO,11,29.000000,9.810643e-2,-5.447933e-1,7.410062e-1,ci95,4
S12-D10,HbO,11,29.100000,8.592128e-2,-5.510158e-1,7.228584e-1,ci95,4
S12-D10,HbO,11,29.200000,7.447419e-2,-5.545407e-1,7.034891e-1,ci95,4
S12-D10,HbO,11,29.300000,6.380530e-2,-5.553644e-1,6.829750e-1,ci95,4
S12-D10,HbO,11,29.400000,5.401859e-2,-5.535607e-1,6.615979e-1,ci95,4
S12-D10,HbO,11,29.500000,4.541391e-2,-5.490376e-1,6.398654e-1,ci95,4
S12-D10,HbO,11,29.600000,3.803829e-2,-5.424672e-1,6.185438e-1,ci95,4
S12-D10,HbO,11,29.700000,3.209558e-2,-5.342382e-1,5.984294e-1,ci95,4
S12-D10,HbO,11,29.800000,2.786543e-2,-5.248669e-1,5.805977e-1,ci95,4
S12-D10,HbO,11,29.900000,2.566179e-2,-5.146345e-1,5.659581e-1,ci95,4
S12-D10,HbO,11,30.000000,2.562960e-2,-5.038635e-1,5.551227e-1,ci95,4
S12-D10,HbO,11,30.100000,2.773074e-2,-4.931377e-1,5.485992e-1,ci95,4
S12-D10,HbO,11,30.200000,3.194311e-2,-4.827800e-1,5.466662e-1,ci95,4
S12-D10,HbO,11,30.300000,3.818876e-2,-4.731334e-1,5.495109e-1,ci95,4
S12-D10,HbO,11,30.400000,4.607633e-2,-4.641622e-1,5.563149e-1,ci95,4
S12-D10,HbO,11,30.500000,5.510106e-2,-4.561160e-1,5.663181e-1,ci95,4
S12-D10,HbO,11,30.600000,6.473232e-2,-4.491996e-1,5.786643e-1,ci95,4
S12-D10,HbO,11,30.700000,7.445981e-2,-4.435470e-1,5.924667e-1,ci95,4
S12-D10,HbO,11,30.800000,8.362460e-2,-4.393381e-1,6.065873e-1,ci95,4
S12-D10,HbO,11,30.900000,9.178982e-2,-4.367138e-1,6.202935e-1,ci95,4
S12-D10,HbO,11,31.000000,9.861843e-2,-4.357650e-1,6.330019e-1,ci95,4
S12-D10,HbO,11,31.100000,1.038561e-1,-4.366630e-1,6.443752e-1,ci95,4
S12-D10,HbO,11,31.200000,1.072793e-1,-4.395466e-1,6.541053e-1,ci95,4
S12-D10,HbO,11,31.300000,1.087739e-1,-4.449942e-1,6.625421e-1,ci95,4
S12-D10,HbO,11,31.400000,1.085451e-1,-4.528980e-1,6.699883e-1,ci95,4
S12-D10,HbO,11,31.500000,1.067296e-1,-4.632050e-1,6.766641e-1,ci95,4
S12-D10,HbO,11,31.600000,1.034947e-1,-4.757517e-1,6.827412e-1,ci95,4
S12-D10,HbO,11,31.700000,9.905524e-2,-4.902401e-1,6.883506e-1,ci95,4
S12-D10,HbO,11,31.800000,9.362943e-2,-5.063149e-1,6.935738e-1,ci95,4
S12-D10,HbO,11,31.900000,8.763869e-2,-5.232085e-1,6.984859e-1,ci95,4
S12-D10,HbO,11,32.000000,8.140236e-2,-5.403244e-1,7.031292e-1,ci95,4
S12-D10,HbO,11,32.100000,7.528374e-2,-5.570800e-1,7.076475e-1,ci95,4
S12-D10,HbO,11,32.200000,6.958137e-2,-5.726149e-1,7.117776e-1,ci95,4
S12-D10,HbO,11,32.300000,6.457238e-2,-5.863759e-1,7.155206e-1,ci95,4
S12-D10,HbO,11,32.400000,6.044440e-2,-5.978319e-1,7.187207e-1,ci95,4
S12-D10,HbO,11,32.500000,5.733135e-2,-6.064992e-1,7.211619e-1,ci95,4
S12-D10,HbO,11,32.600000,5.526103e-2,-6.118477e-1,7.223698e-1,ci95,4
S12-D10,HbO,11,32.700000,5.431914e-2,-6.133086e-1,7.219469e-1,ci95,4
S12-D10,HbO,11,32.800000,5.426830e-2,-6.112669e-1,7.198035e-1,ci95,4
S12-D10,HbO,11,32.900000,5.494886e-2,-6.058842e-1,7.157819e-1,ci95,4
S12-D10,HbO,11,33.000000,5.615713e-2,-5.974656e-1,7.097799e-1,ci95,4
S12-D10,HbO,11,33.100000,5.770626e-2,-5.861700e-1,7.015825e-1,ci95,4
S12-D10,HbO,11,33.200000,5.931528e-2,-5.728560e-1,6.914865e-1,ci95,4
S12-D10,HbO,11,33.300000,6.075174e-2,-5.582351e-1,6.797385e-1,ci95,4
S12-D10,HbO,11,33.400000,6.180162e-2,-5.429398e-1,6.665430e-1,ci95,4
S12-D10,HbO,11,33.500000,6.233779e-2,-5.276241e-1,6.522997e-1,ci95,4
S12-D10,HbO,11,33.600000,6.216564e-2,-5.131726e-1,6.375039e-1,ci95,4
S12-D10,HbO,11,33.700000,6.131548e-2,-5.000804e-1,6.227114e-1,ci95,4
S12-D10,HbO,11,33.800000,5.984678e-2,-4.887180e-1,6.084115e-1,ci95,4
S12-D10,HbO,11,33.900000,5.785490e-2,-4.792665e-1,5.949763e-1,ci95,4
S12-D10,HbO,11,34.000000,5.555951e-2,-4.719289e-1,5.830480e-1,ci95,4
S12-D10,HbO,11,34.100000,5.315975e-2,-4.663722e-1,5.726917e-1,ci95,4
S12-D10,HbO,11,34.200000,5.091737e-2,-4.621353e-1,5.639701e-1,ci95,4
S12-D10,HbO,11,34.300000,4.907019e-2,-4.587898e-1,5.569302e-1,ci95,4
S12-D10,HbO,11,34.400000,4.782003e-2,-4.558971e-1,5.515372e-1,ci95,4
S12-D10,HbO,11,34.500000,4.735112e-2,-4.527972e-1,5.474995e-1,ci95,4
S12-D10,HbO,11,34.600000,4.772672e-2,-4.491742e-1,5.446277e-1,ci95,4
S12-D10,HbO,11,34.700000,4.896562e-2,-4.448494e-1,5.427806e-1,ci95,4
S12-D10,HbO,11,34.800000,5.112775e-2,-4.398491e-1,5.421046e-1,ci95,4
S12-D10,HbO,11,34.900000,5.406818e-2,-4.340443e-1,5.421807e-1,ci95,4
S12-D10,HbO,11,35.000000,5.780943e-2,-4.275097e-1,5.431286e-1,ci95,4
S12-D10,HbO,11,35.100000,6.221824e-2,-4.205291e-1,5.449656e-1,ci95,4
S12-D10,HbO,11,35.200000,6.723851e-2,-4.131541e-1,5.476311e-1,ci95,4
S12-D10,HbO,11,35.300000,7.279831e-2,-4.052584e-1,5.508551e-1,ci95,4
S12-D10,HbO,11,35.400000,7.895255e-2,-3.964032e-1,5.543083e-1,ci95,4
S12-D10,HbO,11,35.500000,8.563603e-2,-3.863749e-1,5.576469e-1,ci95,4
S12-D10,HbO,11,35.600000,9.283404e-2,-3.748396e-1,5.605076e-1,ci95,4
S12-D10,HbO,11,35.700000,1.004987e-1,-3.613798e-1,5.623772e-1,ci95,4
S12-D10,HbO,11,35.800000,1.087739e-1,-3.457138e-1,5.632617e-1,ci95,4
S12-D10,HbO,11,35.900000,1.176240e-1,-3.279022e-1,5.631501e-1,ci95,4
S12-D10,HbO,11,36.000000,1.269087e-1,-3.082916e-1,5.621089e-1,ci95,4
S12-D10,HbO,11,36.100000,1.364936e-1,-2.872070e-1,5.601942e-1,ci95,4
S12-D10,HbO,11,36.200000,1.462006e-1,-2.650840e-1,5.574851e-1,ci95,4
S12-D10,HbO,11,36.300000,1.558125e-1,-2.424901e-1,5.541151e-1,ci95,4
S12-D10,HbO,11,36.400000,1.649900e-1,-2.202868e-1,5.502668e-1,ci95,4
S12-D10,HbO,11,36.500000,1.734749e-1,-1.991343e-1,5.460842e-1,ci95,4
S12-D10,HbO,11,36.600000,1.809959e-1,-1.796950e-1,5.416869e-1,ci95,4
S12-D10,HbO,11,36.700000,1.872477e-1,-1.627489e-1,5.372443e-1,ci95,4
S12-D10,HbO,11,36.800000,1.920023e-1,-1.488259e-1,5.328305e-1,ci95,4
S12-D10,HbO,11,36.900000,1.953248e-1,-1.380300e-1,5.286795e-1,ci95,4
S12-D10,HbO,11,37.000000,1.972732e-1,-1.303098e-1,5.248562e-1,ci95,4
S12-D10,HbO,11,37.100000,1.980207e-1,-1.253062e-1,5.213476e-1,ci95,4
S12-D10,HbO,11,37.200000,1.977359e-1,-1.225338e-1,5.180056e-1,ci95,4
S12-D10,HbO,11,37.300000,1.968610e-1,-1.209344e-1,5.146565e-1,ci95,4
S12-D10,HbO,11,37.400000,1.957650e-1,-1.195860e-1,5.111160e-1,ci95,4
S12-D10,HbO,11,37.500000,1.948029e-1,-1.177017e-1,5.073075e-1,ci95,4
S12-D10,HbO,11,37.600000,1.943733e-1,-1.143064e-1,5.030530e-1,ci95,4
S12-D10,HbO,11,37.700000,1.946243e-1,-1.093291e-1,4.985776e-1,ci95,4
S12-D10,HbO,11,37.800000,1.957783e-1,-1.028683e-1,4.944249e-1,ci95,4
S12-D10,HbO,11,37.900000,1.979587e-1,-9.539212e-2,4.913095e-1,ci95,4
S12-D10,HbO,11,38.000000,2.012920e-1,-8.764163e-2,4.902256e-1,ci95,4
S12-D10,HbO,11,38.100000,2.057738e-1,-8.022476e-2,4.917724e-1,ci95,4
S12-D10,HbO,11,38.200000,2.112777e-1,-7.407664e-2,4.966321e-1,ci95,4
S12-D10,HbO,11,38.300000,2.177496e-1,-6.957060e-2,5.050697e-1,ci95,4
S12-D10,HbO,11,38.400000,2.251399e-1,-6.679856e-2,5.170785e-1,ci95,4
S12-D10,HbO,11,38.500000,2.332971e-1,-6.548808e-2,5.320822e-1,ci95,4
S12-D10,HbO,11,38.600000,2.421708e-1,-6.488863e-2,5.492302e-1,ci95,4
S12-D10,HbO,11,38.700000,2.515091e-1,-6.473685e-2,5.677550e-1,ci95,4
S12-D10,HbO,11,38.800000,2.611115e-1,-6.473294e-2,5.869559e-1,ci95,4
S12-D10,HbO,11,38.900000,2.707100e-1,-6.479748e-2,6.062174e-1,ci95,4
S12-D10,HbO,11,39.000000,2.799930e-1,-6.497195e-2,6.249580e-1,ci95,4
S12-D10,HbO,11,39.100000,2.887452e-1,-6.535754e-2,6.428479e-1,ci95,4
S12-D10,HbO,11,39.200000,2.966498e-1,-6.629747e-2,6.595971e-1,ci95,4
S12-D10,HbO,11,39.300000,3.034380e-1,-6.791087e-2,6.747869e-1,ci95,4
S12-D10,HbO,11,39.400000,3.088769e-1,-7.030604e-2,6.880597e-1,ci95,4
S12-D10,HbO,11,39.500000,3.127714e-1,-7.366515e-2,6.992080e-1,ci95,4
S12-D10,HbO,11,39.600000,3.152201e-1,-7.785597e-2,7.082961e-1,ci95,4
S12-D10,HbO,11,39.700000,3.163045e-1,-8.286801e-2,7.154770e-1,ci95,4
S12-D10,HbO,11,39.800000,3.161986e-1,-8.867358e-2,7.210707e-1,ci95,4
S12-D10,HbO,11,39.900000,3.151480e-1,-9.545217e-2,7.257482e-1,ci95,4
S12-D10,HbO,11,40.000000,3.134915e-1,-1.034750e-1,7.304580e-1,ci95,4
S12-D10,HbR,11,-5.000000,-1.690949e-2,-1.000628e-1,6.624379e-2,ci95,4
S12-D10,HbR,11,-4.900000,-1.451299e-2,-9.918275e-2,7.015678e-2,ci95,4
S12-D10,HbR,11,-4.800000,-1.229457e-2,-9.798543e-2,7.339630e-2,ci95,4
S12-D10,HbR,11,-4.700000,-1.029424e-2,-9.636952e-2,7.578104e-2,ci95,4
S12-D10,HbR,11,-4.600000,-8.570603e-3,-9.423998e-2,7.709878e-2,ci95,4
S12-D10,HbR,11,-4.500000,-7.067420e-3,-9.144443e-2,7.730959e-2,ci95,4
S12-D10,HbR,11,-4.400000,-5.820732e-3,-8.802606e-2,7.638460e-2,ci95,4
S12-D10,HbR,11,-4.300000,-4.799340e-3,-8.406676e-2,7.446808e-2,ci95,4
S12-D10,HbR,11,-4.200000,-3.965768e-3,-7.962659e-2,7.169505e-2,ci95,4
S12-D10,HbR,11,-4.100000,-3.283427e-3,-7.482487e-2,6.825802e-2,ci95,4
S12-D10,HbR,11,-4.000000,-2.748957e-3,-6.970192e-2,6.420401e-2,ci95,4
S12-D10,HbR,11,-3.900000,-2.293804e-3,-6.460600e-2,6.001840e-2,ci95,4
S12-D10,HbR,11,-3.800000,-1.891120e-3,-5.987196e-2,5.608972e-2,ci95,4
S12-D10,HbR,11,-3.700000,-1.488778e-3,-5.589504e-2,5.291748e-2,ci95,4
S12-D10,HbR,11,-3.600000,-1.166962e-3,-5.334041e-2,5.100648e-2,ci95,4
S12-D10,HbR,11,-3.500000,-8.893851e-4,-5.238868e-2,5.060991e-2,ci95,4
S12-D10,HbR,11,-3.400000,-6.600837e-4,-5.292842e-2,5.160825e-2,ci95,4
S12-D10,HbR,11,-3.300000,-4.796549e-4,-5.443988e-2,5.348057e-2,ci95,4
S12-D10,HbR,11,-3.200000,-3.398938e-4,-5.608744e-2,5.540765e-2,ci95,4
S12-D10,HbR,11,-3.100000,-2.256848e-4,-5.701519e-2,5.656382e-2,ci95,4
S12-D10,HbR,11,-3.000000,-8.271948e-5,-5.665801e-2,5.649257e-2,ci95,4
S12-D10,HbR,11,-2.900000,1.396642e-4,-5.460361e-2,5.488294e-2,ci95,4
S12-D10,HbR,11,-2.800000,4.751674e-4,-5.064188e-2,5.159222e-2,ci95,4
S12-D10,HbR,11,-2.700000,1.060578e-3,-4.449203e-2,4.661319e-2,ci95,4
S12-D10,HbR,11,-2.600000,1.870017e-3,-3.675098e-2,4.049101e-2,ci95,4
S12-D10,HbR,11,-2.500000,2.913484e-3,-2.803109e-2,3.385806e-2,ci95,4
S12-D10,HbR,11,-2.400000,4.162225e-3,-1.959806e-2,2.792251e-2,ci95,4
S12-D10,HbR,11,-2.300000,5.578032e-3,-1.410738e-2,2.526344e-2,ci95,4
S12-D10,HbR,11,-2.200000,7.062135e-3,-1.475865e-2,2.888292e-2,ci95,4
S12-D10,HbR,11,-2.100000,8.504281e-3,-2.044078e-2,3.744934e-2,ci95,4
S12-D10,HbR,11,-2.000000,9.812072e-3,-2.824618e-2,4.787032e-2,ci95,4
S12-D10,HbR,11,-1.900000,1.091504e-2,-3.660786e-2,5.843795e-2,ci95,4
S12-D10,HbR,11,-1.800000,1.166251e-2,-4.482046e-2,6.814548e-2,ci95,4
S12-D10,HbR,11,-1.700000,1.204262e-2,-5.262698e-2,7.671222e-2,ci95,4
S12-D10,HbR,11,-1.600000,1.204401e-2,-5.984555e-2,8.393357e-2,ci95,4
S12-D10,HbR,11,-1.500000,1.166551e-2,-6.637962e-2,8.971064e-2,ci95,4
S12-D10,HbR,11,-1.400000,1.089765e-2,-7.214005e-2,9.393534e-2,ci95,4
S12-D10,HbR,11,-1.300000,9.805027e-3,-7.695633e-2,9.656638e-2,ci95,4
S12-D10,HbR,11,-1.200000,8.477395e-3,-8.082665e-2,9.778144e-2,ci95,4
S12-D10,HbR,11,-1.100000,6.966834e-3,-8.372187e-2,9.765554e-2,ci95,4
S12-D10,HbR,11,-1.000000,5.306881e-3,-8.563696e-2,9.625072e-2,ci95,4
S12-D10,HbR,11,-0.900000,3.546317e-3,-8.646570e-2,9.355834e-2,ci95,4
S12-D10,HbR,11,-0.800000,1.759203e-3,-8.620999e-2,8.972840e-2,ci95,4
S12-D10,HbR,11,-0.700000,-8.713249e-5,-8.508756e-2,8.491330e-2,ci95,4
S12-D10,HbR,11,-0.600000,-2.017623e-3,-8.322640e-2,7.919116e-2,ci95,4
S12-D10,HbR,11,-0.500000,-4.085531e-3,-8.072725e-2,7.255619e-2,ci95,4
S12-D10,HbR,11,-0.400000,-6.319681e-3,-7.766692e-2,6.502756e-2,ci95,4
S12-D10,HbR,11,-0.300000,-8.753823e-3,-7.428053e-2,5.677288e-2,ci95,4
S12-D10,HbR,11,-0.200000,-1.139687e-2,-7.066400e-2,4.787027e-2,ci95,4
S12-D10,HbR,11,-0.100000,-1.422038e-2,-6.688786e-2,3.844711e-2,ci95,4
S12-D10,HbR,11,0.000000,-1.718720e-2,-6.305358e-2,2.867918e-2,ci95,4
S12-D10,HbR,11,0.100000,-2.023541e-2,-5.957955e-2,1.910872e-2,ci95,4
S12-D10,HbR,11,0.200000,-2.325165e-2,-5.693211e-2,1.042881e-2,ci95,4
S12-D10,HbR,11,0.300000,-2.613444e-2,-5.591443e-2,3.645553e-3,ci95,4
S12-D10,HbR,11,0.400000,-2.876423e-2,-5.742470e-2,-1.037488e-4,ci95,4
S12-D10,HbR,11,0.500000,-3.105547e-2,-6.185231e-2,-2.586375e-4,ci95,4
S12-D10,HbR,11,0.600000,-3.297135e-2,-6.833532e-2,2.392624e-3,ci95,4
S12-D10,HbR,11,0.700000,-3.446542e-2,-7.579611e-2,6.865271e-3,ci95,4
S12-D10,HbR,11,0.800000,-3.554578e-2,-8.354449e-2,1.245293e-2,ci95,4
S12-D10,HbR,11,0.900000,-3.617181e-2,-9.118664e-2,1.884303e-2,ci95,4
S12-D10,HbR,11,1.000000,-3.640152e-2,-9.861200e-2,2.580895e-2,ci95,4
S12-D10,HbR,11,1.100000,-3.631886e-2,-1.059182e-1,3.328052e-2,ci95,4
S12-D10,HbR,11,1.200000,-3.599105e-2,-1.131785e-1,4.119643e-2,ci95,4
S12-D10,HbR,11,1.300000,-3.549207e-2,-1.204128e-1,4.942867e-2,ci95,4
S12-D10,HbR,11,1.400000,-3.485604e-2,-1.273518e-1,5.763973e-2,ci95,4
S12-D10,HbR,11,1.500000,-3.416468e-2,-1.337678e-1,6.543843e-2,ci95,4
S12-D10,HbR,11,1.600000,-3.348092e-2,-1.393731e-1,7.241123e-2,ci95,4
S12-D10,HbR,11,1.700000,-3.282448e-2,-1.437587e-1,7.810973e-2,ci95,4
S12-D10,HbR,11,1.800000,-3.226779e-2,-1.465443e-1,8.200868e-2,ci95,4
S12-D10,HbR,11,1.900000,-3.180248e-2,-1.474105e-1,8.380555e-2,ci95,4
S12-D10,HbR,11,2.000000,-3.141339e-2,-1.463389e-1,8.351209e-2,ci95,4
S12-D10,HbR,11,2.100000,-3.106591e-2,-1.432762e-1,8.114434e-2,ci95,4
S12-D10,HbR,11,2.200000,-3.067598e-2,-1.381516e-1,7.679962e-2,ci95,4
S12-D10,HbR,11,2.300000,-3.025936e-2,-1.312355e-1,7.071676e-2,ci95,4
S12-D10,HbR,11,2.400000,-2.969685e-2,-1.228879e-1,6.349423e-2,ci95,4
S12-D10,HbR,11,2.500000,-2.894204e-2,-1.135339e-1,5.564982e-2,ci95,4
S12-D10,HbR,11,2.600000,-2.796322e-2,-1.036426e-1,4.771611e-2,ci95,4
S12-D10,HbR,11,2.700000,-2.677293e-2,-9.386672e-2,4.032086e-2,ci95,4
S12-D10,HbR,11,2.800000,-2.543341e-2,-8.494694e-2,3.408011e-2,ci95,4
S12-D10,HbR,11,2.900000,-2.406626e-2,-7.756761e-2,2.943508e-2,ci95,4
S12-D10,HbR,11,3.000000,-2.280922e-2,-7.231083e-2,2.669238e-2,ci95,4
S12-D10,HbR,11,3.100000,-2.186866e-2,-6.973405e-2,2.599672e-2,ci95,4
S12-D10,HbR,11,3.200000,-2.131872e-2,-6.970907e-2,2.707163e-2,ci95,4
S12-D10,HbR,11,3.300000,-2.130037e-2,-7.194092e-2,2.934018e-2,ci95,4
S12-D10,HbR,11,3.400000,-2.184827e-2,-7.612831e-2,3.243177e-2,ci95,4
S12-D10,HbR,11,3.500000,-2.298492e-2,-8.211970e-2,3.614985e-2,ci95,4
S12-D10,HbR,11,3.600000,-2.465833e-2,-8.971382e-2,4.039715e-2,ci95,4
S12-D10,HbR,11,3.700000,-2.683150e-2,-9.870463e-2,4.504163e-2,ci95,4
S12-D10,HbR,11,3.800000,-2.936868e-2,-1.088196e-1,5.008227e-2,ci95,4
S12-D10,HbR,11,3.900000,-3.216491e-2,-1.197680e-1,5.543814e-2,ci95,4
S12-D10,HbR,11,4.000000,-3.509640e-2,-1.311380e-1,6.094519e-2,ci95,4
S12-D10,HbR,11,4.100000,-3.807581e-2,-1.425379e-1,6.638629e-2,ci95,4
S12-D10,HbR,11,4.200000,-4.097313e-2,-1.535256e-1,7.157931e-2,ci95,4
S12-D10,HbR,11,4.300000,-4.368910e-2,-1.637485e-1,7.637032e-2,ci95,4
S12-D10,HbR,11,4.400000,-4.613667e-2,-1.729037e-1,8.063036e-2,ci95,4
S12-D10,HbR,11,4.500000,-4.826634e-2,-1.808041e-1,8.427138e-2,ci95,4
S12-D10,HbR,11,4.600000,-5.001832e-2,-1.872556e-1,8.721900e-2,ci95,4
S12-D10,HbR,11,4.700000,-5.141479e-2,-1.923573e-1,8.952772e-2,ci95,4
S12-D10,HbR,11,4.800000,-5.248106e-2,-1.961365e-1,9.117438e-2,ci95,4
S12-D10,HbR,11,4.900000,-5.324200e-2,-1.986036e-1,9.211965e-2,ci95,4
S12-D10,HbR,11,5.000000,-5.371905e-2,-1.996861e-1,9.224797e-2,ci95,4
S12-D10,HbR,11,5.100000,-5.396473e-2,-1.994994e-1,9.156998e-2,ci95,4
